用户编号：4169 观看电影部数：2314
用户编号：2975 观看电影部数：100
用户编号：5177 观看电影部数：100
用户编号：2212 观看电影部数：100
用户编号：2754 观看电影部数：100
用户编号：348 观看电影部数：100
用户编号：413 观看电影部数：99
用户编号：2733 观看电影部数：99
用户编号：510 观看电影部数：99
用户编号：347 观看电影部数：99
用户编号：3083 观看电影部数：99
用户编号：95 观看电影部数：99
用户编号：5714 观看电影部数：99
用户编号：4190 观看电影部数：99
用户编号：2240 观看电影部数：99
用户编号：5165 观看电影部数：99
用户编号：3207 观看电影部数：99
用户编号：884 观看电影部数：99
用户编号：83 观看电影部数：99
用户编号：5985 观看电影部数：99
用户编号：1589 观看电影部数：99
用户编号：5318 观看电影部数：99
用户编号：5064 观看电影部数：99
用户编号：114 观看电影部数：98
用户编号：63 观看电影部数：98
用户编号：3267 观看电影部数：98
用户编号：5618 观看电影部数：98
用户编号：930 观看电影部数：98
用户编号：5423 观看电影部数：98
用户编号：5368 观看电影部数：98
用户编号：2000 观看电影部数：98
用户编号：265 观看电影部数：98
用户编号：715 观看电影部数：98
用户编号：1494 观看电影部数：98
用户编号：2661 观看电影部数：98
用户编号：5105 观看电影部数：98
用户编号：1858 观看电影部数：98
用户编号：3917 观看电影部数：98
用户编号：4241 观看电影部数：98
用户编号：772 观看电影部数：98
用户编号：4499 观看电影部数：98
用户编号：537 观看电影部数：98
用户编号：5601 观看电影部数：97
用户编号：231 观看电影部数：97
用户编号：759 观看电影部数：97
用户编号：1917 观看电影部数：97
用户编号：3486 观看电影部数：97
用户编号：1458 观看电影部数：97
用户编号：3368 观看电影部数：97
用户编号：4757 观看电影部数：97
用户编号：5724 观看电影部数：97
用户编号：3211 观看电影部数：97
用户编号：3979 观看电影部数：97
用户编号：1446 观看电影部数：97
用户编号：5257 观看电影部数：97
用户编号：5310 观看电影部数：97
用户编号：3582 观看电影部数：97
用户编号：552 观看电影部数：97
用户编号：4251 观看电影部数：97
用户编号：296 观看电影部数：97
用户编号：2573 观看电影部数：97
用户编号：3294 观看电影部数：97
用户编号：174 观看电影部数：97
用户编号：155 观看电影部数：96
用户编号：4930 观看电影部数：96
用户编号：4746 观看电影部数：96
用户编号：410 观看电影部数：96
用户编号：5016 观看电影部数：96
用户编号：4313 观看电影部数：96
用户编号：40 观看电影部数：96
用户编号：2079 观看电影部数：96
用户编号：1195 观看电影部数：96
用户编号：3352 观看电影部数：96
用户编号：2147 观看电影部数：96
用户编号：1067 观看电影部数：96
用户编号：959 观看电影部数：96
用户编号：2163 观看电影部数：96
用户编号：2335 观看电影部数：96
用户编号：3659 观看电影部数：96
用户编号：1359 观看电影部数：96
用户编号：4292 观看电影部数：96
用户编号：887 观看电影部数：96
用户编号：915 观看电影部数：95
用户编号：2236 观看电影部数：95
用户编号：1743 观看电影部数：95
用户编号：256 观看电影部数：95
用户编号：4674 观看电影部数：95
用户编号：3173 观看电影部数：95
用户编号：1161 观看电影部数：95
用户编号：5128 观看电影部数：95
用户编号：5275 观看电影部数：95
用户编号：4101 观看电影部数：95
用户编号：5134 观看电影部数：95
用户编号：4066 观看电影部数：95
用户编号：2404 观看电影部数：95
用户编号：2089 观看电影部数：95
用户编号：6024 观看电影部数：95
用户编号：5267 观看电影部数：95
用户编号：4877 观看电影部数：95
用户编号：5930 观看电影部数：94
用户编号：5241 观看电影部数：94
用户编号：2550 观看电影部数：94
用户编号：1376 观看电影部数：94
用户编号：3938 观看电影部数：94
用户编号：809 观看电影部数：94
用户编号：2594 观看电影部数：94
用户编号：4148 观看电影部数：94
用户编号：4862 观看电影部数：94
用户编号：5766 观看电影部数：94
用户编号：3142 观看电影部数：94
用户编号：2058 观看电影部数：94
用户编号：2789 观看电影部数：94
用户编号：1287 观看电影部数：94
用户编号：4311 观看电影部数：94
用户编号：5451 观看电影部数：94
用户编号：2666 观看电影部数：94
用户编号：615 观看电影部数：94
用户编号：1248 观看电影部数：94
用户编号：479 观看电影部数：93
用户编号：3775 观看电影部数：93
用户编号：1538 观看电影部数：93
用户编号：1315 观看电影部数：93
用户编号：658 观看电影部数：93
用户编号：2619 观看电影部数：93
用户编号：3646 观看电影部数：93
用户编号：5790 观看电影部数：93
用户编号：5946 观看电影部数：93
用户编号：5704 观看电影部数：93
用户编号：2892 观看电影部数：93
用户编号：1523 观看电影部数：92
用户编号：4245 观看电影部数：92
用户编号：4175 观看电影部数：92
用户编号：3011 观看电影部数：92
用户编号：3497 观看电影部数：92
用户编号：3098 观看电影部数：92
用户编号：1342 观看电影部数：92
用户编号：5402 观看电影部数：92
用户编号：2865 观看电影部数：92
用户编号：4841 观看电影部数：92
用户编号：2703 观看电影部数：92
用户编号：3975 观看电影部数：92
用户编号：5362 观看电影部数：92
用户编号：5505 观看电影部数：92
用户编号：812 观看电影部数：92
用户编号：5619 观看电影部数：92
用户编号：1005 观看电影部数：92
用户编号：111 观看电影部数：92
用户编号：4817 观看电影部数：92
用户编号：4807 观看电影部数：92
用户编号：3533 观看电影部数：92
用户编号：263 观看电影部数：92
用户编号：1992 观看电影部数：92
用户编号：3417 观看电影部数：92
用户编号：439 观看电影部数：92
用户编号：3663 观看电影部数：91
用户编号：1035 观看电影部数：91
用户编号：3682 观看电影部数：91
用户编号：2800 观看电影部数：91
用户编号：5730 观看电影部数：91
用户编号：3262 观看电影部数：91
用户编号：3835 观看电影部数：91
用户编号：1799 观看电影部数：91
用户编号：4306 观看电影部数：91
用户编号：3886 观看电影部数：91
用户编号：967 观看电影部数：91
用户编号：4686 观看电影部数：91
用户编号：1511 观看电影部数：91
用户编号：3674 观看电影部数：91
用户编号：5438 观看电影部数：91
用户编号：5953 观看电影部数：91
用户编号：1618 观看电影部数：91
用户编号：5969 观看电影部数：91
用户编号：2600 观看电影部数：91
用户编号：2043 观看电影部数：91
用户编号：3973 观看电影部数：91
用户编号：2749 观看电影部数：90
用户编号：1569 观看电影部数：90
用户编号：1185 观看电影部数：90
用户编号：2953 观看电影部数：90
用户编号：670 观看电影部数：90
用户编号：2005 观看电影部数：90
用户编号：344 观看电影部数：90
用户编号：5751 观看电影部数：90
用户编号：3066 观看电影部数：90
用户编号：3479 观看电影部数：90
用户编号：506 观看电影部数：90
用户编号：2126 观看电影部数：90
用户编号：4893 观看电影部数：90
用户编号：3525 观看电影部数：90
用户编号：3119 观看电影部数：90
用户编号：5157 观看电影部数：90
用户编号：232 观看电影部数：90
用户编号：3185 观看电影部数：90
用户编号：2439 观看电影部数：90
用户编号：297 观看电影部数：89
用户编号：132 观看电影部数：89
用户编号：275 观看电影部数：89
用户编号：5668 观看电影部数：89
用户编号：1308 观看电影部数：89
用户编号：1433 观看电影部数：89
用户编号：1961 观看电影部数：89
用户编号：2103 观看电影部数：89
用户编号：4127 观看电影部数：89
用户编号：1138 观看电影部数：89
用户编号：4102 观看电影部数：89
用户编号：2853 观看电影部数：89
用户编号：3439 观看电影部数：89
用户编号：4555 观看电影部数：89
用户编号：6019 观看电影部数：89
用户编号：5419 观看电影部数：89
用户编号：4221 观看电影部数：89
用户编号：2324 观看电影部数：89
用户编号：5188 观看电影部数：89
用户编号：1770 观看电影部数：89
用户编号：2842 观看电影部数：89
用户编号：2492 观看电影部数：89
用户编号：2631 观看电影部数：89
用户编号：1149 观看电影部数：89
用户编号：5048 观看电影部数：89
用户编号：1707 观看电影部数：88
用户编号：1467 观看电影部数：88
用户编号：936 观看电影部数：88
用户编号：3662 观看电影部数：88
用户编号：2062 观看电影部数：88
用户编号：5431 观看电影部数：88
用户编号：1020 观看电影部数：88
用户编号：3839 观看电影部数：88
用户编号：6005 观看电影部数：88
用户编号：3433 观看电影部数：88
用户编号：5833 观看电影部数：88
用户编号：1065 观看电影部数：88
用户编号：2805 观看电影部数：88
用户编号：2238 观看电影部数：88
用户编号：5313 观看电影部数：88
用户编号：1239 观看电影部数：88
用户编号：4280 观看电影部数：88
用户编号：3711 观看电影部数：88
用户编号：4567 观看电影部数：88
用户编号：2727 观看电影部数：88
用户编号：3174 观看电影部数：87
用户编号：76 观看电影部数：87
用户编号：1839 观看电影部数：87
用户编号：2886 观看电影部数：87
用户编号：5902 观看电影部数：87
用户编号：170 观看电影部数：87
用户编号：369 观看电影部数：87
用户编号：3551 观看电影部数：87
用户编号：1999 观看电影部数：87
用户编号：3175 观看电影部数：87
用户编号：5813 观看电影部数：87
用户编号：201 观看电影部数：87
用户编号：1519 观看电影部数：87
用户编号：4403 观看电影部数：87
用户编号：1341 观看电影部数：87
用户编号：792 观看电影部数：87
用户编号：4023 观看电影部数：87
用户编号：2881 观看电影部数：87
用户编号：2118 观看电影部数：87
用户编号：4569 观看电影部数：86
用户编号：1995 观看电影部数：86
用户编号：4465 观看电影部数：86
用户编号：5844 观看电影部数：86
用户编号：1924 观看电影部数：86
用户编号：636 观看电影部数：86
用户编号：116 观看电影部数：86
用户编号：3079 观看电影部数：86
用户编号：218 观看电影部数：86
用户编号：3851 观看电影部数：86
用户编号：4678 观看电影部数：86
用户编号：2493 观看电影部数：86
用户编号：3302 观看电影部数：86
用户编号：3359 观看电影部数：86
用户编号：1931 观看电影部数：86
用户编号：5613 观看电影部数：86
用户编号：3639 观看电影部数：86
用户编号：5622 观看电影部数：86
用户编号：2862 观看电影部数：86
用户编号：3602 观看电影部数：86
用户编号：81 观看电影部数：86
用户编号：4557 观看电影部数：86
用户编号：1895 观看电影部数：86
用户编号：4468 观看电影部数：85
用户编号：4440 观看电影部数：85
用户编号：1637 观看电影部数：85
用户编号：5460 观看电影部数：85
用户编号：1041 观看电影部数：85
用户编号：5050 观看电影部数：85
用户编号：1921 观看电影部数：85
用户编号：2501 观看电影部数：85
用户编号：3447 观看电影部数：85
用户编号：3990 观看电影部数：85
用户编号：4137 观看电影部数：85
用户编号：3452 观看电影部数：85
用户编号：3866 观看电影部数：85
用户编号：3116 观看电影部数：85
用户编号：4248 观看电影部数：85
用户编号：1205 观看电影部数：85
用户编号：244 观看电影部数：85
用户编号：2830 观看电影部数：85
用户编号：3155 观看电影部数：85
用户编号：1705 观看电影部数：85
用户编号：25 观看电影部数：85
用户编号：5737 观看电影部数：85
用户编号：3968 观看电影部数：85
用户编号：5991 观看电影部数：85
用户编号：5687 观看电影部数：85
用户编号：1563 观看电影部数：84
用户编号：1304 观看电影部数：84
用户编号：3460 观看电影部数：84
用户编号：3248 观看电影部数：84
用户编号：431 观看电影部数：84
用户编号：2723 观看电影部数：84
用户编号：1409 观看电影部数：84
用户编号：5496 观看电影部数：84
用户编号：3321 观看电影部数：84
用户编号：4518 观看电影部数：84
用户编号：5715 观看电影部数：84
用户编号：1000 观看电影部数：84
用户编号：4020 观看电影部数：84
用户编号：3470 观看电影部数：84
用户编号：844 观看电影部数：84
用户编号：2254 观看电影部数：84
用户编号：3701 观看电影部数：84
用户编号：5578 观看电影部数：84
用户编号：184 观看电影部数：84
用户编号：875 观看电影部数：84
用户编号：2726 观看电影部数：84
用户编号：4835 观看电影部数：83
用户编号：4170 观看电影部数：83
用户编号：797 观看电影部数：83
用户编号：5753 观看电影部数：83
用户编号：182 观看电影部数：83
用户编号：5712 观看电影部数：83
用户编号：2046 观看电影部数：83
用户编号：3339 观看电影部数：83
用户编号：4080 观看电影部数：83
用户编号：1972 观看电影部数：83
用户编号：1963 观看电影部数：83
用户编号：3269 观看电影部数：83
用户编号：4581 观看电影部数：83
用户编号：2993 观看电影部数：83
用户编号：2428 观看电影部数：83
用户编号：2773 观看电影部数：83
用户编号：1855 观看电影部数：83
用户编号：2076 观看电影部数：83
用户编号：5226 观看电影部数：83
用户编号：1878 观看电影部数：83
用户编号：679 观看电影部数：82
用户编号：2617 观看电影部数：82
用户编号：4276 观看电影部数：82
用户编号：3982 观看电影部数：82
用户编号：701 观看电影部数：82
用户编号：5746 观看电影部数：82
用户编号：2817 观看电影部数：82
用户编号：1386 观看电影部数：82
用户编号：4551 观看电影部数：82
用户编号：4180 观看电影部数：82
用户编号：1679 观看电影部数：82
用户编号：5560 观看电影部数：82
用户编号：709 观看电影部数：82
用户编号：4613 观看电影部数：82
用户编号：5887 观看电影部数：82
用户编号：464 观看电影部数：82
用户编号：3162 观看电影部数：82
用户编号：3854 观看电影部数：82
用户编号：4717 观看电影部数：81
用户编号：4633 观看电影部数：81
用户编号：544 观看电影部数：81
用户编号：3126 观看电影部数：81
用户编号：4911 观看电影部数：81
用户编号：5060 观看电影部数：81
用户编号：4450 观看电影部数：81
用户编号：3257 观看电影部数：81
用户编号：2811 观看电影部数：81
用户编号：3905 观看电影部数：81
用户编号：6026 观看电影部数：81
用户编号：3052 观看电影部数：81
用户编号：4359 观看电影部数：81
用户编号：5254 观看电影部数：81
用户编号：96 观看电影部数：81
用户编号：4625 观看电影部数：81
用户编号：5427 观看电影部数：81
用户编号：3337 观看电影部数：81
用户编号：1673 观看电影部数：81
用户编号：2214 观看电影部数：81
用户编号：4833 观看电影部数：81
用户编号：2371 观看电影部数：81
用户编号：725 观看电影部数：81
用户编号：3881 观看电影部数：81
用户编号：4320 观看电影部数：81
用户编号：748 观看电影部数：81
用户编号：943 观看电影部数：81
用户编号：109 观看电影部数：81
用户编号：5396 观看电影部数：81
用户编号：5071 观看电影部数：81
用户编号：391 观看电影部数：81
用户编号：5421 观看电影部数：80
用户编号：5196 观看电影部数：80
用户编号：1702 观看电影部数：80
用户编号：3438 观看电影部数：80
用户编号：3035 观看电影部数：80
用户编号：4444 观看电影部数：80
用户编号：4931 观看电影部数：80
用户编号：4654 观看电影部数：80
用户编号：2802 观看电影部数：80
用户编号：5494 观看电影部数：80
用户编号：1423 观看电影部数：80
用户编号：110 观看电影部数：80
用户编号：2768 观看电影部数：80
用户编号：861 观看电影部数：80
用户编号：4067 观看电影部数：80
用户编号：1060 观看电影部数：80
用户编号：222 观看电影部数：80
用户编号：2013 观看电影部数：80
用户编号：5331 观看电影部数：80
用户编号：2552 观看电影部数：80
用户编号：2570 观看电影部数：80
用户编号：4443 观看电影部数：80
用户编号：514 观看电影部数：79
用户编号：1475 观看电影部数：79
用户编号：1710 观看电影部数：79
用户编号：674 观看电影部数：79
用户编号：5860 观看电影部数：79
用户编号：882 观看电影部数：79
用户编号：4998 观看电影部数：79
用户编号：52 观看电影部数：79
用户编号：5631 观看电影部数：79
用户编号：2806 观看电影部数：79
用户编号：3656 观看电影部数：79
用户编号：5988 观看电影部数：79
用户编号：3245 观看电影部数：79
用户编号：1555 观看电影部数：79
用户编号：5484 观看电影部数：79
用户编号：1177 观看电影部数：79
用户编号：3003 观看电影部数：79
用户编号：5414 观看电影部数：79
用户编号：4856 观看电影部数：79
用户编号：3577 观看电影部数：78
用户编号：1522 观看电影部数：78
用户编号：920 观看电影部数：78
用户编号：1739 观看电影部数：78
用户编号：3237 观看电影部数：78
用户编号：5994 观看电影部数：78
用户编号：3909 观看电影部数：78
用户编号：5540 观看电影部数：78
用户编号：5884 观看电影部数：78
用户编号：3084 观看电影部数：78
用户编号：1946 观看电影部数：78
用户编号：1107 观看电影部数：78
用户编号：176 观看电影部数：78
用户编号：371 观看电影部数：78
用户编号：5815 观看电影部数：78
用户编号：983 观看电影部数：78
用户编号：3706 观看电影部数：78
用户编号：1932 观看电影部数：78
用户编号：3077 观看电影部数：78
用户编号：547 观看电影部数：78
用户编号：1055 观看电影部数：78
用户编号：5832 观看电影部数：78
用户编号：1410 观看电影部数：78
用户编号：582 观看电影部数：78
用户编号：5891 观看电影部数：78
用户编号：401 观看电影部数：78
用户编号：964 观看电影部数：78
用户编号：2715 观看电影部数：78
用户编号：3848 观看电影部数：78
用户编号：316 观看电影部数：77
用户编号：2281 观看电影部数：77
用户编号：3873 观看电影部数：77
用户编号：5024 观看电影部数：77
用户编号：3131 观看电影部数：77
用户编号：3362 观看电影部数：77
用户编号：1735 观看电影部数：77
用户编号：965 观看电影部数：77
用户编号：1276 观看电影部数：77
用户编号：3924 观看电影部数：77
用户编号：5989 观看电影部数：77
用户编号：2798 观看电影部数：77
用户编号：5931 观看电影部数：77
用户编号：3150 观看电影部数：77
用户编号：4534 观看电影部数：77
用户编号：5913 观看电影部数：77
用户编号：1850 观看电影部数：77
用户编号：3531 观看电影部数：77
用户编号：490 观看电影部数：77
用户编号：5903 观看电影部数：77
用户编号：5276 观看电影部数：77
用户编号：5135 观看电影部数：77
用户编号：3046 观看电影部数：77
用户编号：4029 观看电影部数：77
用户编号：5710 观看电影部数：77
用户编号：2142 观看电影部数：77
用户编号：741 观看电影部数：77
用户编号：2342 观看电影部数：77
用户编号：2561 观看电影部数：77
用户编号：2305 观看电影部数：77
用户编号：4989 观看电影部数：77
用户编号：2280 观看电影部数：76
用户编号：1153 观看电影部数：76
用户编号：5740 观看电影部数：76
用户编号：851 观看电影部数：76
用户编号：2370 观看电影部数：76
用户编号：330 观看电影部数：76
用户编号：4602 观看电影部数：76
用户编号：3597 观看电影部数：76
用户编号：4608 观看电影部数：76
用户编号：1047 观看电影部数：76
用户编号：1056 观看电影部数：76
用户编号：4604 观看电影部数：76
用户编号：5869 观看电影部数：76
用户编号：4247 观看电影部数：76
用户编号：4691 观看电影部数：76
用户编号：5584 观看电影部数：76
用户编号：2200 观看电影部数：76
用户编号：3514 观看电影部数：76
用户编号：100 观看电影部数：76
用户编号：324 观看电影部数：76
用户编号：4595 观看电影部数：76
用户编号：2390 观看电影部数：76
用户编号：5602 观看电影部数：76
用户编号：2655 观看电影部数：76
用户编号：4618 观看电影部数：76
用户编号：2551 观看电影部数：76
用户编号：2299 观看电影部数：75
用户编号：868 观看电影部数：75
用户编号：4960 观看电影部数：75
用户编号：5164 观看电影部数：75
用户编号：1344 观看电影部数：75
用户编号：5822 观看电影部数：75
用户编号：682 观看电影部数：75
用户编号：3289 观看电影部数：75
用户编号：5528 观看电影部数：75
用户编号：4426 观看电影部数：75
用户编号：2095 观看电影部数：75
用户编号：5508 观看电影部数：75
用户编号：1533 观看电影部数：75
用户编号：3901 观看电影部数：75
用户编号：5562 观看电影部数：75
用户编号：5293 观看电影部数：75
用户编号：3686 观看电影部数：75
用户编号：4866 观看电影部数：75
用户编号：2423 观看电影部数：75
用户编号：2069 观看电影部数：75
用户编号：289 观看电影部数：74
用户编号：1642 观看电影部数：74
用户编号：979 观看电影部数：74
用户编号：4690 观看电影部数：74
用户编号：1762 观看电影部数：74
用户编号：3559 观看电影部数：74
用户编号：3239 观看电影部数：74
用户编号：3949 观看电影部数：74
用户编号：2557 观看电影部数：74
用户编号：5617 观看电影部数：74
用户编号：5768 观看电影部数：74
用户编号：903 观看电影部数：74
用户编号：1414 观看电影部数：74
用户编号：1734 观看电影部数：74
用户编号：1373 观看电影部数：74
用户编号：3845 观看电影部数：74
用户编号：393 观看电影部数：74
用户编号：3478 观看电影部数：74
用户编号：2580 观看电影部数：74
用户编号：704 观看电影部数：74
用户编号：2522 观看电影部数：74
用户编号：5170 观看电影部数：74
用户编号：4346 观看电影部数：74
用户编号：5057 观看电影部数：74
用户编号：5106 观看电影部数：74
用户编号：1253 观看电影部数：74
用户编号：4494 观看电影部数：74
用户编号：3295 观看电影部数：74
用户编号：5703 观看电影部数：74
用户编号：432 观看电影部数：73
用户编号：5662 观看电影部数：73
用户编号：5186 观看电影部数：73
用户编号：1750 观看电影部数：73
用户编号：389 观看电影部数：73
用户编号：3170 观看电影部数：73
用户编号：5284 观看电影部数：73
用户编号：251 观看电影部数：73
用户编号：2448 观看电影部数：73
用户编号：1769 观看电影部数：73
用户编号：3640 观看电影部数：73
用户编号：726 观看电影部数：73
用户编号：2855 观看电影部数：73
用户编号：988 观看电影部数：73
用户编号：805 观看电影部数：73
用户编号：5644 观看电影部数：73
用户编号：3937 观看电影部数：73
用户编号：1090 观看电影部数：73
用户编号：4617 观看电影部数：73
用户编号：5829 观看电影部数：73
用户编号：2858 观看电影部数：73
用户编号：1945 观看电影部数：73
用户编号：3042 观看电影部数：73
用户编号：4762 观看电影部数：73
用户编号：5332 观看电影部数：73
用户编号：2959 观看电影部数：73
用户编号：4840 观看电影部数：72
用户编号：4689 观看电影部数：72
用户编号：1089 观看电影部数：72
用户编号：3755 观看电影部数：72
用户编号：2694 观看电影部数：72
用户编号：5670 观看电影部数：72
用户编号：626 观看电影部数：72
用户编号：888 观看电影部数：72
用户编号：2914 观看电影部数：72
用户编号：4768 观看电影部数：72
用户编号：3296 观看电影部数：72
用户编号：68 观看电影部数：72
用户编号：4827 观看电影部数：72
用户编号：1175 观看电影部数：72
用户编号：3107 观看电影部数：72
用户编号：358 观看电影部数：72
用户编号：2915 观看电影部数：72
用户编号：4501 观看电影部数：72
用户编号：4978 观看电影部数：72
用户编号：1521 观看电影部数：72
用户编号：3220 观看电影部数：72
用户编号：4847 观看电影部数：72
用户编号：3921 观看电影部数：72
用户编号：3580 观看电影部数：72
用户编号：567 观看电影部数：72
用户编号：5745 观看电影部数：72
用户编号：1156 观看电影部数：72
用户编号：4092 观看电影部数：72
用户编号：121 观看电影部数：72
用户编号：6 观看电影部数：71
用户编号：2306 观看电影部数：71
用户编号：3800 观看电影部数：71
用户编号：3424 观看电影部数：71
用户编号：2394 观看电影部数：71
用户编号：188 观看电影部数：71
用户编号：909 观看电影部数：71
用户编号：2391 观看电影部数：71
用户编号：2386 观看电影部数：71
用户编号：649 观看电影部数：71
用户编号：2642 观看电影部数：71
用户编号：2202 观看电影部数：71
用户编号：2094 观看电影部数：71
用户编号：3161 观看电影部数：71
用户编号：4350 观看电影部数：71
用户编号：1327 观看电影部数：71
用户编号：2372 观看电影部数：71
用户编号：2082 观看电影部数：71
用户编号：2922 观看电影部数：71
用户编号：3049 观看电影部数：71
用户编号：2155 观看电影部数：71
用户编号：4721 观看电影部数：71
用户编号：3890 观看电影部数：71
用户编号：3895 观看电影部数：71
用户编号：3692 观看电影部数：71
用户编号：2273 观看电影部数：71
用户编号：239 观看电影部数：71
用户编号：5092 观看电影部数：71
用户编号：661 观看电影部数：71
用户编号：3482 观看电影部数：71
用户编号：5542 观看电影部数：71
用户编号：125 观看电影部数：71
用户编号：135 观看电影部数：70
用户编号：60 观看电影部数：70
用户编号：643 观看电影部数：70
用户编号：836 观看电影部数：70
用户编号：2917 观看电影部数：70
用户编号：857 观看电影部数：70
用户编号：5959 观看电影部数：70
用户编号：3048 观看电影部数：70
用户编号：894 观看电影部数：70
用户编号：4694 观看电影部数：70
用户编号：2331 观看电影部数：70
用户编号：1603 观看电影部数：70
用户编号：4172 观看电影部数：70
用户编号：3047 观看电影部数：70
用户编号：4428 观看电影部数：70
用户编号：5572 观看电影部数：70
用户编号：5489 观看电影部数：70
用户编号：693 观看电影部数：70
用户编号：1167 观看电影部数：70
用户编号：2483 观看电影部数：70
用户编号：1623 观看电影部数：70
用户编号：5296 观看电影部数：70
用户编号：3950 观看电影部数：70
用户编号：1745 观看电影部数：70
用户编号：2249 观看电影部数：70
用户编号：27 观看电影部数：70
用户编号：3846 观看电影部数：70
用户编号：3318 观看电影部数：70
用户编号：1093 观看电影部数：70
用户编号：3613 观看电影部数：70
用户编号：1476 观看电影部数：70
用户编号：3962 观看电影部数：70
用户编号：5013 观看电影部数：70
用户编号：2346 观看电影部数：69
用户编号：2132 观看电影部数：69
用户编号：4842 观看电影部数：69
用户编号：3645 观看电影部数：69
用户编号：4540 观看电影部数：69
用户编号：2408 观看电影部数：69
用户编号：5499 观看电影部数：69
用户编号：1212 观看电影部数：69
用户编号：3710 观看电影部数：69
用户编号：2318 观看电影部数：69
用户编号：4266 观看电影部数：69
用户编号：5080 观看电影部数：69
用户编号：2137 观看电影部数：69
用户编号：3919 观看电影部数：69
用户编号：1381 观看电影部数：69
用户编号：1528 观看电影部数：69
用户编号：467 观看电影部数：69
用户编号：3357 观看电影部数：69
用户编号：3567 观看电影部数：69
用户编号：5229 观看电影部数：69
用户编号：837 观看电影部数：69
用户编号：5194 观看电影部数：69
用户编号：579 观看电影部数：69
用户编号：4895 观看电影部数：68
用户编号：4716 观看电影部数：68
用户编号：3106 观看电影部数：68
用户编号：4432 观看电影部数：68
用户编号：4999 观看电影部数：68
用户编号：1731 观看电影部数：68
用户编号：113 观看电影部数：68
用户编号：4239 观看电影部数：68
用户编号：470 观看电影部数：68
用户编号：387 观看电影部数：68
用户编号：2571 观看电影部数：68
用户编号：143 观看电影部数：68
用户编号：1222 观看电影部数：68
用户编号：2604 观看电影部数：68
用户编号：925 观看电影部数：68
用户编号：1293 观看电影部数：68
用户编号：1286 观看电影部数：68
用户编号：2945 观看电影部数：68
用户编号：88 观看电影部数：68
用户编号：3506 观看电影部数：68
用户编号：3840 观看电影部数：68
用户编号：2256 观看电影部数：68
用户编号：2579 观看电影部数：68
用户编号：2712 观看电影部数：68
用户编号：2760 观看电影部数：68
用户编号：1944 观看电影部数：68
用户编号：3670 观看电影部数：68
用户编号：5673 观看电影部数：68
用户编号：2198 观看电影部数：67
用户编号：5382 观看电影部数：67
用户编号：813 观看电影部数：67
用户编号：2728 观看电影部数：67
用户编号：1278 观看电影部数：67
用户编号：1798 观看电影部数：67
用户编号：2950 观看电影部数：67
用户编号：2250 观看电影部数：67
用户编号：3130 观看电影部数：67
用户编号：3268 观看电影部数：67
用户编号：3584 观看电影部数：67
用户编号：1822 观看电影部数：67
用户编号：4187 观看电影部数：67
用户编号：3813 观看电影部数：67
用户编号：634 观看电影部数：67
用户编号：2130 观看电影部数：67
用户编号：769 观看电影部数：67
用户编号：501 观看电影部数：67
用户编号：3510 观看电影部数：67
用户编号：1738 观看电影部数：67
用户编号：1365 观看电影部数：67
用户编号：1977 观看电影部数：67
用户编号：5868 观看电影部数：67
用户编号：56 观看电影部数：67
用户编号：3810 观看电影部数：67
用户编号：4397 观看电影部数：67
用户编号：2278 观看电影部数：67
用户编号：1052 观看电影部数：67
用户编号：5808 观看电影部数：67
用户编号：5195 观看电影部数：67
用户编号：5992 观看电影部数：67
用户编号：1981 观看电影部数：67
用户编号：332 观看电影部数：67
用户编号：3849 观看电影部数：67
用户编号：360 观看电影部数：67
用户编号：3843 观看电影部数：66
用户编号：4339 观看电影部数：66
用户编号：1570 观看电影部数：66
用户编号：4744 观看电影部数：66
用户编号：4135 观看电影部数：66
用户编号：2513 观看电影部数：66
用户编号：1201 观看电影部数：66
用户编号：5513 观看电影部数：66
用户编号：1760 观看电影部数：66
用户编号：2535 观看电影部数：66
用户编号：2322 观看电影部数：66
用户编号：4240 观看电影部数：66
用户编号：1002 观看电影部数：66
用户编号：5778 观看电影部数：66
用户编号：4683 观看电影部数：66
用户编号：3637 观看电影部数：66
用户编号：1436 观看电影部数：66
用户编号：806 观看电影部数：66
用户编号：4713 观看电影部数：66
用户编号：3468 观看电影部数：66
用户编号：5291 观看电影部数：66
用户编号：5803 观看电影部数：66
用户编号：3700 观看电影部数：66
用户编号：3310 观看电影部数：66
用户编号：1740 观看电影部数：66
用户编号：5252 观看电影部数：65
用户编号：3926 观看电影部数：65
用户编号：5133 观看电影部数：65
用户编号：3598 观看电影部数：65
用户编号：2951 观看电影部数：65
用户编号：3782 观看电影部数：65
用户编号：3249 观看电影部数：65
用户编号：1834 观看电影部数：65
用户编号：5966 观看电影部数：65
用户编号：1629 观看电影部数：65
用户编号：2057 观看电影部数：65
用户编号：1337 观看电影部数：65
用户编号：4836 观看电影部数：65
用户编号：69 观看电影部数：65
用户编号：3943 观看电影部数：65
用户编号：138 观看电影部数：65
用户编号：2597 观看电影部数：65
用户编号：5210 观看电影部数：65
用户编号：5943 观看电影部数：65
用户编号：2201 观看电影部数：65
用户编号：1403 观看电影部数：65
用户编号：1956 观看电影部数：65
用户编号：2354 观看电影部数：65
用户编号：4769 观看电影部数：65
用户编号：3984 观看电影部数：65
用户编号：811 观看电影部数：65
用户编号：4000 观看电影部数：65
用户编号：5534 观看电影部数：65
用户编号：2036 观看电影部数：65
